,id,Distances
0,0,18.875199999999992
1,1,16.43969999999998
2,2,12.072299999999913
3,3,17.01499999999998
4,4,8.736900000000002
5,5,3.284699999999992
6,6,4.654499999999994
7,7,11.448900000000009
8,8,2.1008999999999993
9,9,17.107400000000013
10,10,1.8630249999999982
11,11,20.208
12,12,6.38920000000002
13,13,12.273899999999898
14,14,21.410800000000016
15,15,10.580499999999997
16,16,0.7062999999999704
17,17,4.773699999999987
18,18,11.540399999999956
19,19,0.07140000000000235
20,20,9.362699999999847
21,21,11.86119999999999
22,22,22.35170000000006
23,23,17.67869999999992
24,24,70.75619999999992
25,25,8.831199999999995
26,26,2.764099999999985
27,27,6.0240000000000435
28,28,0.7004000000000064
29,29,1.7575000000000056
30,30,12.519500000000036
31,31,28.248500000000092
32,32,0.5925620000000014
33,33,11.321699999999964
34,34,32.349500000000035
35,35,3.255699999999995
36,36,8.391099999999984
37,37,6.28900000000003
38,38,23.26619999999997
39,39,2.0799999999999876
40,40,5.642899999999962
41,41,2.2578999999999945
42,42,20.897699999999872
43,43,6.143300000000011
44,44,17.790800000000033
45,45,2.6923999999999815
46,46,12.073799999999991
47,47,0.806600000000012
48,48,13.619399999999978
49,49,0.2436
50,50,10.628999999999976
51,51,2.5659999999999954
52,52,2.3562000000000016
53,53,8.659099999999974
54,54,26.144299999999998
55,55,5.2140999999999895
56,56,134.02030000000002
57,57,1.1768000000000143
58,58,3.868399999999985
59,59,1.7854999999999883
60,60,1.4962999999999802
61,61,1.288299999999993
62,62,7.477100000000036
63,63,1.9213000000000005
64,64,3.3105000000000366
65,65,15.558600000000013
66,66,7.901299999999981
67,67,8.432000000000002
68,68,10.863500000000002
69,69,7.833400000000012
70,70,15.124299999999984
71,71,34.46840000000006
72,72,1.553299999999999
73,73,24.716299999999862
74,74,14.178899999999935
75,75,18.797299999999915
76,76,5.916299999999991
77,77,55.18170000000003
78,78,21.868200000000034
79,79,14.70260000000001
80,80,11.365800000000053
81,81,2.7377000000000216
82,82,6.712199999999987
83,83,7.081700000000003
84,84,7.636899999999947
85,85,2.014020999999998
86,86,12.18390000000003
87,87,1.469800000000001
88,88,0.35100000000000264
89,89,2.712999999999992
90,90,8.4786
91,91,10.164500000000004
92,92,40.51639999999989
93,93,4.427600000000003
94,94,3.673599999999997
95,95,46.26680000000036
96,96,8.45399999999999
97,97,2.6704000000000185
98,98,3.6585999999999856
99,99,0.8440000000000012
100,100,3.261800000000008
101,101,5.709299999999999
102,102,15.216299999999734
103,103,16.559700000000092
104,104,2.866299999999991
105,105,13.305499999999977
106,106,5.128000000000005
107,107,19.843299999999985
108,108,5.06169999999997
109,109,6.12709999999996
110,110,14.891699999999929
111,111,4.291600000000027
112,112,3.5850999999999758
113,113,21.993800000000306
114,114,1.368000000000002
115,115,5.476099999999985
116,116,3.985399999999988
117,117,4.810000000000004
118,118,11.278499999999983
119,119,12.180099999999989
120,120,22.513999999999996
121,121,11.191999999999922
122,122,28.122500000000006
123,123,1.0839000000000034
124,124,3.25940000000001
125,125,17.601599999999877
126,126,0.8543000000000145
127,127,9.020399999999988
128,128,358.8218
129,129,0.5560999999999994
130,130,41.98890000000007
131,131,12.532899999999927
132,132,46.022999999999854
133,133,2.0477999999999934
134,134,4.265300000000017
135,135,3.5655999999999857
136,136,1.0984670000000003
137,137,8.181699999999992
138,138,17.903300000000144
139,139,5.686599999999997
140,140,2.3999999999999737
141,141,5.581700000000004
142,142,2.4341999999999935
143,143,0.22159499999999988
144,144,2.513099999999998
145,145,1.6210999999999842
146,146,1.8321999999999985
147,147,2.4290999999999996
148,148,5.24619999999998
149,149,14.351700000000001
150,150,3.2229999999999492
151,151,19.97439999999993
152,152,6.1895999999999916
153,153,17.229500000000044
154,154,4.302199999999998
155,155,31.87969999999973
156,156,4.113100000000017
157,157,21.078800000000022
158,158,8.926899999999954
159,159,13.345200000000009
160,160,8.9862
161,161,7.967699999999965
162,162,9.27139999999995
163,163,18.41839999999997
164,164,8.448299999999946
165,165,4.945400000000001
166,166,8.928600000000024
167,167,20.751000000000005
168,168,6.774100000000002
169,169,13.088899999999967
170,170,9.633300000000009
171,171,1.285299999999996
172,172,7.360500000000016
173,173,50.82230000000003
174,174,28.213899999999988
175,175,5.066264000000001
176,176,68.64409999999972
177,177,6.678700000000006
178,178,11.16559999999999
179,179,2.697200000000004
180,180,1.4272999999999954
181,181,1.631300000000004
182,182,11.143799999999985
183,183,1.2815999999999996
184,184,1071.2248999999988
185,185,2.6223000000000702
186,186,2.544099999999993
187,187,0.8703999999999859
188,188,20.30209999999986
189,189,13.148899999999973
190,190,3.160499999999997
191,191,7.927799999999976
192,192,202.5873999999999
193,193,10.453199999999939
194,194,4.917999999999989
195,195,12.647700000000011
196,196,15.033400000000057
197,197,1.4627999999999988
198,198,5.376700000000017
199,199,7.122599999999991
200,200,15.705399999999926
201,201,14.343100000000018
202,202,4.786900000000003
203,203,11.165599999999955
204,204,0.9721999999999993
205,205,0.7012999999999927
206,206,3.3473999999999844
207,207,0.32330000000000025
208,208,11.451500000000074
209,209,1.943199999999999
210,210,9.488899999999965
211,211,11.710200000000128
212,212,0.19019999999999726
213,213,5.741999999999987
214,214,79.64760000000007
215,215,4.689200000000071
216,216,16.16400000000003
217,217,2.1829000000000107
218,218,28.694700000000026
219,219,8.037299999999984
220,220,10.550199999999986
221,221,25.571900000000014
222,222,9.746100000000016
223,223,8.729700000000001
224,224,6.893599999999953
225,225,11.486499999999978
226,226,5.120999999999995
227,227,1.9614000000000118
228,228,3.7461000000000024
229,229,4.069199999999981
230,230,10.21860000000003
231,231,8.837499999999999
232,232,1.8129000000000015
233,233,27.082700000000003
234,234,0.09249999999999936
235,235,16.15130000000004
236,236,7.912599999999994
237,237,3.575000000000003
238,238,14.687300000000008
239,239,46.245699999999914
240,240,12.24289999999998
241,241,3.3882000000000225
